Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA10,MA20,MA55,MACD,MACD_Signal,MACD_Hist,ATR,RSI
2025-01-02 05:00:00+00:00,907.691209578322,918.3752008958112,894.7950503165536,902.5426635742188,1765100,0.0,0.0,,,,0.0,0.0,0.0,,
2025-01-03 05:00:00+00:00,907.0265783923252,916.827664275822,903.7231606432256,909.2586059570312,1612200,0.0,0.0,,,,0.5357446915064656,0.10714893830129313,0.4285957532051725,,
2025-01-06 05:00:00+00:00,910.6474014494224,920.002069861148,905.9750624225164,915.3396606445312,1970400,0.0,0.0,,,,1.4344807104472466,0.3726152927304838,1.0618654177167628,,
2025-01-07 05:00:00+00:00,916.4606778636924,923.8709807464434,909.109832749929,914.0103759765624,1888000,0.0,0.0,,,,2.0162314559280503,0.7013385253699971,1.3148929305580532,,
2025-01-08 05:00:00+00:00,915.6073932559073,923.0673443122068,908.1077835090852,919.9623413085938,1774800,0.0,0.0,,,,2.9238427336499626,1.14583936702599,1.7780033666239725,,
2025-01-10 05:00:00+00:00,925.9045727151838,936.737390472426,916.1233461068052,929.4559936523438,2765800,0.0,0.0,,,,4.358942437535916,1.7884599811279753,2.5704824564079405,,
2025-01-13 05:00:00+00:00,926.539483976704,927.5215664616074,913.6433241354864,917.3137817382812,1693800,0.0,0.0,,,,4.465024247292945,2.3237728343609696,2.1412514129319753,,
2025-01-14 05:00:00+00:00,916.91697676237,920.3493611923154,902.6518347336872,909.9034423828124,1683800,0.0,0.0,,,,3.9061151268966796,2.6402412928681116,1.265873834028568,,
2025-01-15 05:00:00+00:00,919.8533279579042,925.418502386956,910.9648760206672,916.1233520507812,1839400,0.0,0.0,,,,3.9198843636105494,2.896169907016599,1.0237144565939502,,
2025-01-16 05:00:00+00:00,917.3434608656288,919.9921771451794,910.4886829166325,912.4032592773438,1353000,0.0,0.0,914.63134765625,,,3.589241642771981,3.0347842541676755,0.5544573886043054,,
2025-01-17 05:00:00+00:00,922.571422470067,936.2611798552592,917.1848030432952,935.6560668945312,2375000,0.0,0.0,917.9426879882812,,,5.14421286351137,3.4566699760364146,1.6875428874749558,,
2025-01-21 05:00:00+00:00,937.6996189303594,948.9093457194464,935.9635974195124,940.1597900390624,2042400,0.0,0.0,921.0328063964844,,,6.663143012503156,4.097964583329763,2.5651784291733923,,
2025-01-22 05:00:00+00:00,943.6318617124864,944.3362122582756,931.7376436589276,937.154052734375,2155000,0.0,0.0,923.2142456054687,,,7.537480831282437,4.785867832920298,2.7516129983621394,,
2025-01-23 05:00:00+00:00,934.1680606278966,935.8544936391518,929.0095845836678,934.63427734375,1352400,0.0,0.0,925.2766357421875,,,7.935598397953754,5.415813945926989,2.519784452026765,15.614992731843667,67.37565308772935
2025-01-24 05:00:00+00:00,934.6342432926904,938.4832557013964,926.1029620843924,932.174072265625,1562400,0.0,0.0,926.4978088378906,,,7.960824024891963,5.924815961719984,2.0360080631719786,14.81500294882555,65.62727537849742
2025-01-27 05:00:00+00:00,922.5714229889036,959.2659476414552,919.7739410857384,957.5398559570312,3044700,0.0,0.0,929.3061950683593,,,9.913347371523855,6.722522243680759,3.1908251278430964,16.615503366976515,71.27741985462147
2025-01-28 05:00:00+00:00,954.1471828304628,957.9961952989082,946.4491578935716,951.0123901367188,2166400,0.0,0.0,932.6760559082031,,,10.80941998653509,7.5399017922516265,3.2695181942834637,16.438362650312587,65.659264403441
2025-01-29 05:00:00+00:00,950.14941489369,960.5258858518864,947.3717924285562,956.3197631835938,1713700,0.0,0.0,937.3176879882812,,,11.81166709335696,8.394254852472693,3.417412240884266,16.323573037942285,67.94579786399557
